stable_id,idx,openalex_id,doi,title,year,venue,source_db,pdf_url,download_status,category,basis,ar_ratio_body,fa_ratio_body,en_ratio_body,text_len,pages,tourism_hits,tourism_hit_ratio,hit_keywords,include_in_model,model_rule,include_in_case,case_rule
W4404444847,47,W4404444847,10.33899/radab.2024.145181.02033,الاستلزام الحواري في الأمثال الشعبية الموصليـــة – مقاربة تداوليــــة-,2024,اداب الرافدین,OpenAlex,https://radab.uomosul.edu.iq/index.php/radab/article/download/33620/33436/33739,ok,AR_PURE,纯阿语正文(阿语61.9%/英文3.4%)，文旅词命中1个，文本充足,0.6187,0.0,0.0343,40241,10,1,0.0286,heritage,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W4403820803,48,W4403820803,10.31430/xjdd9594,حجاجية الترغيب في العمل و التحضيض عليه: المثل الشعبي التونسي أنموذجا,2018,تبين للدراسات الفكرية و الثقافية,OpenAlex,https://tabayyun.dohainstitute.org/ar/issue0026/Pages/Tabayun26-2018_souissi.pdf,ok,AR_PURE,纯阿语正文(阿语73.4%/英文5.3%)，文旅词命中7个，文本充足,0.7338,0.0,0.0527,30573,10,7,0.2,سفر;heritage;cultural;culture;تراث;ثقافة;ثقافي,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W4403990828,49,W4403990828,10.31430/ohsn1105,مسار الفردنة في تونس بين الديناميات الاجتماعية ومشروع النخبة الحداثوية,2020,عمران للعلوم الإجتماعية و الإنسانية,OpenAlex,https://omran.dohainstitute.org/ar/Issue032/Pages/Omran-32-2020-Hermassi.pdf,ok,AR_PURE,纯阿语正文(阿语71.1%/英文9.1%)，文旅词命中5个，文本充足,0.711,0.0,0.0907,27457,10,5,0.1429,heritage;cultural;culture;ثقافة;ثقافي,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W4400522263,50,W4400522263,10.56807/buj.v5i5.578,دراسة التراث الفقهي اليمني الأقوال الواضحة الصريحة فيما أحدث في وادي زبيد من المظالم القبيحة انموذجا,2024,Albaydha University Journal,OpenAlex,https://baydaauniv.net/buj/index.php/buj/article/download/578/521,ok,QUAL_CASE,阿语占比中等(40.6%)但文旅词命中3个且文本充足，可作定性案例,0.4057,0.0,0.0322,58745,10,3,0.0857,heritage;cultural;تراث,0,,1,在90案例池内
W4400522301,51,W4400522301,10.56807/buj.v6i2.594,المصادر المهمة في دراسة اللهجات العربية,2024,Albaydha University Journal,OpenAlex,https://baydaauniv.net/buj/index.php/buj/article/download/594/527,ok,QUAL_CASE,阿语占比中等(39.4%)但文旅词命中4个且文本充足，可作定性案例,0.3936,0.0,0.0322,43460,6,4,0.1143,heritage;تراث;ثقافة;ثقافي,0,,1,在90案例池内
W2980580774,52,W2980580774,,العلاقة بين كفاءة فهم الأمثلة التصريفية وقراءة الكتب التراثية لدى الطالبات بمدرسة النجاح الدينية بمعهد منبع المعارف دينايار جومبانج,2019,eTheses of Maulana Malik Ibrahim State Islamic University (Maulana Malik Ibrahim State Islamic University),OpenAlex,http://etheses.uin-malang.ac.id/14914/1/15150046.pdf,ok,NOT_TOURISM,文旅主题词0命中（阿语占比78.2%）,0.7817,0.0,0.0013,3907,10,0,0.0,,0,内容非文旅(文旅主题词0命中),0,未进90案例池
W3127740201,53,W3127740201,10.1163/9789004462922,"&lt;div align=""right""&gt;&lt;bdo dir=""rtl""&gt;مؤلفات يوسف بن حسن بن عبد الهادي ومساهمته في حفظ التراث الفكري&lt;/bdo&gt;&lt;/div&gt;",2021,,OpenAlex,https://brill.com/downloadpdf/title/59399.pdf,ok,AR_EN_BILING,阿英双语(阿语42.4%/英文34.9%)，文旅词命中1个，文本充足,0.4241,0.0,0.349,4011,10,1,0.0286,آثار,0,阿英双语正文，非纯阿语，不满足'纯阿语正文'条件,1,在90案例池内
W4409646407,54,W4409646407,10.56807/buj.v7i1.738,ألفاظ محكيـة السياني المستـدركة على المعجم اليمني في اللغة والتراث,2025,Albaydha University Journal,OpenAlex,https://baydaauniv.net/buj/index.php/buj/article/download/738/645,ok,QUAL_CASE,阿语占比中等(40.7%)但文旅词命中2个且文本充足，可作定性案例,0.4067,0.0,0.0303,66602,10,2,0.0571,heritage;تراث,0,,1,在90案例池内
W2912661598,55,W2912661598,10.31430/mhuf1883,مدخل إلى دراسة تاريخ الفكر الأخلاقي في مصر في سياق مشاريع الإصلاح والنهضة,2018,تبين للدراسات الفكرية و الثقافية,OpenAlex,https://tabayyun.dohainstitute.org/ar/issue0026/Pages/Tabayun26-2018_Alkhatib.pdf,ok,AR_PURE,纯阿语正文(阿语69.9%/英文7.2%)，文旅词命中7个，文本充足,0.6989,0.0,0.0718,28783,10,7,0.2,سفر;heritage;تراث;ثقافة;ثقافي;آثار;أثار,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W3136462358,56,W3136462358,,العلاقة بين الوقف والابتكار في ظل الرؤية الفقهية,2019,The International Islamic University Malaysia Repository (The International Islamic University Malaysia),OpenAlex,http://irep.iium.edu.my/86799/1/%D8%A7%D9%84%D8%B9%D9%84%D8%A7%D9%82%D8%A9-%D8%A8%D9%8A%D9%86-%D8%A7%D9%84%D9%88%D9%82%D9%81-%D9%88%D8%A7%D9%84%D8%A7%D8%A8%D8%AA%D9%83%D8%A7%D8%B1%282%29.pdf,ok,AR_PURE,纯阿语正文(阿语63.6%/英文7.8%)，文旅词命中1个，文本充足,0.6355,0.0,0.0783,17601,10,1,0.0286,heritage,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W3214883956,57,W3214883956,,خصائص الكلمة ودورها في البنية الحجاجية في الإعلام المرئي = The characteristics of the word and its role in the argumentative structure in the visual media,2020,The International Islamic University Malaysia Repository (The International Islamic University Malaysia),OpenAlex,http://irep.iium.edu.my/81027/1/%D8%A7%D9%84%D8%B9%D8%AF%D8%AF%20%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF%20%D9%85%D9%86%20%D9%85%D8%AC%D9%84%D8%A9%20%20%D8%AF%D8%B1%D8%A7%D8%B3%D8%A7%D8%AA%20%D9%8A%D9%88%D9%86%D9%8A%D9%88%202020.pdf,ok,QUANT_ONLY,文本量不足(<500字符)，只能作数量边界证据,0.0,0.0,0.0,0,1,,,,0,仅数量边界证据(文本不足/提取失败),0,未进90案例池
W4324116085,58,W4324116085,10.37653/juah.2015.144777,التجاوزات على استعمالات الأرض لمدینة راوه عام 2013م,2015,Maǧallaẗ ǧāmiʻaẗ al-Anbār li-l-ʻulūm al-insāniyyaẗ/Maǧallaẗ ǧāmiʻaẗ al-anbār li-l-ʻulūm al-insāniyyaẗ,OpenAlex,https://juah.uoanbar.edu.iq/article_144777_cafc4948f3918c576eef6c0a3be6a4ac.pdf,ok,AR_PURE,纯阿语正文(阿语61.3%/英文6.4%)，文旅词命中3个，文本充足,0.6128,0.0,0.0636,16215,10,3,0.0857,heritage;cultural;ثقافي,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W2613625124,59,W2613625124,10.36322/jksc.v1i34.4703,مدرسة قم الروائية في مواجهة الغلاة,2022,Journal of Kufa Studies Center,OpenAlex,https://journal.uokufa.edu.iq/index.php/ksc/article/download/4703/4332,ok,AR_PURE,纯阿语正文(阿语77.4%/英文0.0%)，文旅词命中1个，文本充足,0.774,0.0,0.0,16554,10,1,0.0286,تراث,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W4320305177,60,W4320305177,10.47798/awuj.2022.i65.02,جماليات المفارقة في قصيدة رسالة إلى مهيار الدمشقي لعلي المتقي,2022,alwasl university jounal,OpenAlex,https://archive.org/download/20230212_20230212_1541/%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9%20%D8%A7%D9%84%D9%85%D9%81%D8%A7%D8%B1%D9%82%D8%A9%20%D9%81%D9%8A%20%D9%82%D8%B5%D9%8A%D8%AF%D8%A9%20%D8%B1%D8%B3%D8%A7%D9%84%D8%A9%20%D8%A5%D9%84%D9%89%20%D9%85%D9%87%D9%8A%D8%A7%D8%B1%20%D8%A7%D9%84%D8%AF%D9%85%D8%B4%D9%82%D9%8A%20%D9%84%D8%B9%D9%84%D9%8A%20%D8%A7%D9%84%D9%85%D8%AA%D9%82%D9%8A.pdf,ok,AR_PURE,纯阿语正文(阿语64.4%/英文9.4%)，文旅词命中6个，文本充足,0.6437,0.0,0.0938,15222,10,6,0.1714,heritage;cultural;تراث;ثقافة;ثقافي;resort,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W4250165251,61,W4250165251,10.33948/jap-ksu-33-1-2,اثر تكييف المباني الدينية المحولة على القيم المعمارية للفضاء الداخلي والممارسات الطقسية فيها,2020,,OpenAlex,https://doi.org/10.33948/jap-ksu-33-1-2,ok,AR_PURE,纯阿语正文(阿语77.2%/英文3.3%)，文旅词命中3个，文本充足,0.7718,0.0,0.033,27705,10,3,0.0857,ثقافة;ثقافي;آثار,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W7172477395,62,W7172477395,,زاوية الهامل ودورها في حفظ التراث الجزائري,2017,Open MIND,OpenAlex,https://asjp.cerist.dz/en/downArticle/326/3/5/16427,ok,AR_PURE,纯阿语正文(阿语65.4%/英文4.9%)，文旅词命中2个，文本充足,0.6542,0.0,0.0492,19090,10,2,0.0571,heritage;تراث,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W4324115617,63,W4324115617,10.37653/juah.2012.144178,الجغرافیة الفلکیة العربیة دراسة لمراحلها التطویریة,2012,Maǧallaẗ ǧāmiʻaẗ al-Anbār li-l-ʻulūm al-insāniyyaẗ/Maǧallaẗ ǧāmiʻaẗ al-anbār li-l-ʻulūm al-insāniyyaẗ,OpenAlex,https://juah.uoanbar.edu.iq/article_144178_2c266e208d3b8b860ed6e584981a4bfb.pdf,ok,AR_PURE,纯阿语正文(阿语61.6%/英文3.1%)，文旅词命中1个，文本充足,0.6155,0.0,0.031,36402,10,1,0.0286,heritage,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W2741132154,64,W2741132154,10.36322/jksc.v1i20.5329,وقفات مع محمد رشيد رضا 1865 - 1925,2011,Journal of Kufa Studies Center,OpenAlex,https://journal.uokufa.edu.iq/index.php/ksc/article/download/5329/4941,ok,AR_PURE,纯阿语正文(阿语72.7%/英文0.0%)，文旅词命中1个，文本充足,0.7269,0.0,0.0,23911,10,1,0.0286,ثقافة,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W3188879660,65,W3188879660,10.31436/jia.v18i1.1021,كيفية إخراج زكاة المحافظ الاستثمارية: دراسة فقهية تأصيلية (Zakat on investment portfolios: a fiqhi Ta’sili studies),2021,Journal of Islam in Asia (E-ISSN 2289-8077),OpenAlex,https://journals.iium.edu.my/jiasia/index.php/jia/article/download/1021/489,ok,AR_EN_BILING,阿英双语(阿语49.4%/英文23.9%)，文旅词命中1个，文本充足,0.4939,0.0,0.2391,15689,10,1,0.0286,heritage,0,阿英双语正文，非纯阿语，不满足'纯阿语正文'条件,1,在90案例池内
W4410376171,66,W4410376171,10.33948/arts-ksu-37-2-1,سيميائية التركيب والتصوير في قصيدة الكوليرا لنازك الملائكة,2024,,OpenAlex,https://doi.org/10.33948/arts-ksu-37-2-1,ok,AR_PURE,纯阿语正文(阿语65.7%/英文5.9%)，文旅词命中4个，文本充足,0.6565,0.0,0.0594,29735,10,4,0.1143,heritage;cultural;ثقافة;ثقافي,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W3017112071,67,W3017112071,10.35632/citj.v19i74.785,جهود إسماعيل الفاروقي في علم تاريخ الأديان,2013,الفكر الإسلامي المعاصر (إسلامية المعرفة سابقا),OpenAlex,https://citj.org/index.php/citj/article/download/785/583,ok,LANG_MISJUDG,正文阿语占比0.0%<15%，语言误判,0.0,0.0,0.1666,21146,10,2,0.0571,heritage;cultural,0,语言误判(正文阿语<15%，如波斯语/土耳其语标题混入)，排除出模型,0,未进90案例池
W2989810204,68,W2989810204,,مدخل إلى الألسنية الحديثة لطلبة المرحلة الجامعية الأولى,2019,The International Islamic University Malaysia Repository (The International Islamic University Malaysia),OpenAlex,http://irep.iium.edu.my/74995/1/74995_%D9%85%D8%AF%D8%AE%D9%84%20%D8%A5%D9%84%D9%89%20%D8%A7%D9%84%D8%A3%D9%84%D8%B3%D9%86%D9%8A%D8%A9%20%D8%A7%D9%84%D8%AD%D8%AF%D9%8A%D8%AB%D8%A9.pdf,ok,NOT_TOURISM,文旅主题词0命中（阿语占比59.6%）,0.5961,0.0,0.1223,4481,10,0,0.0,,0,内容非文旅(文旅主题词0命中),0,未进90案例池
W4404432462,69,W4404432462,10.33899/radab.2024.146038.02063,"اراغون في الترجمة العربية دراســـة مقارنة لثلاث ترجمات عربية لقصيدة ""عيــــون إلز""",2024,اداب الرافدین,OpenAlex,https://radab.uomosul.edu.iq/index.php/radab/article/download/33611/33427/33730,ok,LANG_MISJUDG,正文阿语占比4.7%<15%，语言误判,0.0468,0.0,0.657,34516,10,2,0.0571,tour;heritage,0,语言误判(正文阿语<15%，如波斯语/土耳其语标题混入)，排除出模型,0,未进90案例池
W3123755425,70,W3123755425,10.29117/ansaq.2019.0104,"مراجعة كتاب: ""الإيماءة والإشارة: التواصل غير اللفظي في الثقافة القطرية""",2021,Ansaq journal,OpenAlex,https://journals.qu.edu.qa/index.php/ANSQ/article/download/1715/1217,ok,AR_PURE,纯阿语正文(阿语74.8%/英文5.7%)，文旅词命中5个，文本充足,0.7476,0.0,0.0565,5183,2,5,0.1429,heritage;cultural;culture;ثقافة;ثقافي,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W7165273637,71,W7165273637,,الحضور الثقافي بين المعرفة والممارسة,2025,The International Islamic University Malaysia Repository (The International Islamic University Malaysia),OpenAlex,https://irep.iium.edu.my/129017/8/129017_%D8%A7%D9%84%D9%86%D8%B4%D8%B1%D8%A9-%D8%A7%D9%84%D8%AF%D9%88%D8%B1%D9%8A%D8%A9-4.pdf,ok,AR_PURE,纯阿语正文(阿语80.1%/英文2.2%)，文旅词命中1个，文本充足,0.8007,0.0,0.0222,4060,4,1,0.0286,ثقافي,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W4200602167,72,W4200602167,10.33193/jalhss.71.2021.568,الأبواب التراثية بالحارة العمانية كمصدر للاستحداث صياغات تشكيلية على أسطح الأشكال الخزفية لطلاب التربية الفنية,2021,"Journal of Arts, Literature, Humanities and Social Sciences",OpenAlex,https://www.jalhss.com/index.php/jalhss/article/download/568/561,ok,QUAL_CASE,阿语占比中等(58.2%)但文旅词命中2个且文本充足，可作定性案例,0.5825,0.0,0.0765,29276,10,2,0.0571,heritage;cultural,0,,1,在90案例池内
W4379207981,73,W4379207981,10.56807/buj.v5i2.367,"""إشكالية المصطلح في العلوم الإنسانية والاجتماعية بين الترجمة والتعريب""",2023,Albaydha University Journal,OpenAlex,https://baydaauniv.net/buj/index.php/buj/article/download/367/344,ok,AR_PURE,纯阿语正文(阿语68.0%/英文5.3%)，文旅词命中3个，文本充足,0.6804,0.0,0.0533,35703,8,3,0.0857,heritage;culture;تراث,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W4405872390,74,W4405872390,10.62339/jlc.v5i02.335,المصاحبة اللفظية في اللغة العربية -نماذج تطبيقية-,2024,Langues & cultures.,OpenAlex,https://jlc.univ-adrar.edu.dz/index.php?journal=jlc&page=article&op=download&path[]=335&path[]=260,ok,AR_PURE,纯阿语正文(阿语72.9%/英文3.5%)，文旅词命中4个，文本充足,0.7288,0.0,0.0349,31278,10,4,0.1143,heritage;culture;تراث;ثقافة,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W3103882402,75,W3103882402,,منهج ابن عاشور في استخدام القراءات وتوظيفها في تفسيره = Ibn Ashour's approach in the usage of Quranic readings and employing them in his interpretation,2020,Scientific Repository (Petra Christian University),OpenAlex,http://irep.iium.edu.my/82358/1/82358_%D9%85%D9%86%D9%87%D8%AC%20%D8%A7%D8%A8%D9%86%20%D8%B9%D8%A7%D8%B4%D9%88%D8%B1%20%D9%81%D9%8A%20%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85%20%D8%A7%D9%84%D9%82%D8%B1%D8%A7%D8%A1%D8%A7%D8%AA%20%D9%88%D8%AA%D9%88%D8%B8%D9%8A%D9%81%D9%87%D8%A7.pdf,ok,QUAL_CASE,阿语占比中等(58.9%)但文旅词命中2个且文本充足，可作定性案例,0.589,0.0,0.1206,19924,10,2,0.0571,heritage;تراث,0,,1,在90案例池内
W1592952699,76,W1592952699,10.36322/jksc.v1i13.4885,الاشتقاق عند ابن جني دراسة تحليلية,2009,Journal of Kufa Studies Center,OpenAlex,https://journal.uokufa.edu.iq/index.php/ksc/article/download/4885/4514,ok,NOT_TOURISM,文旅主题词0命中（阿语占比71.9%）,0.7192,0.0,0.0,30192,10,0,0.0,,0,内容非文旅(文旅主题词0命中),0,未进90案例池
W3016472645,77,W3016472645,10.35632/citj.v20i78.707,الاقتصاد الإسلامي: حفرية مصطلح,2014,الفكر الإسلامي المعاصر (إسلامية المعرفة سابقا),OpenAlex,https://citj.org/index.php/citj/article/download/707/521,ok,AR_PURE,纯阿语正文(阿语65.4%/英文9.1%)，文旅词命中2个，文本充足,0.6539,0.0,0.0911,23948,10,2,0.0571,heritage;archaeolog,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W3208453223,78,W3208453223,10.56807/buj.v3i2.189,الحكاية الشعبية في مديرية العرش- دراسة موضوعية,2021,Albaydha University Journal,OpenAlex,https://baydaauniv.net/buj/index.php/buj/article/download/189/182,ok,AR_PURE,纯阿语正文(阿语67.0%/英文2.0%)，文旅词命中1个，文本充足,0.6705,0.0,0.0198,51833,10,1,0.0286,heritage,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W1871651591,79,W1871651591,10.36325/ghjec.v10i32.5633,واقع استخدام معايير الاعتماد الاكاديمي في العملية التعليمية دراسة تجريبية لعينة من كليات جامعة الكوفة,2015,Al-Ghary Journal of Economic and Administrative Sciences,OpenAlex,https://journal.uokufa.edu.iq/index.php/ghjec/article/download/5633/5248,ok,QUAL_CASE,阿语占比中等(30.7%)但文旅词命中2个且文本充足，可作定性案例,0.3075,0.0,0.0438,25519,10,2,0.0571,heritage;antiquities,0,,1,在90案例池内
W3016938690,80,W3016938690,10.35632/citj.v20i77.725,نحو صياغة الأصول النظرية للحسبة العلمية في الإسلام: دراسة في المفهوم وتطبيقاته,2014,الفكر الإسلامي المعاصر (إسلامية المعرفة سابقا),OpenAlex,https://citj.org/index.php/citj/article/download/725/535,ok,QUANT_ONLY,文本仅23870字符/文旅命中1个，只能作数量边界证据,0.2584,0.0,0.0463,23870,10,1,0.0286,heritage,0,仅数量边界证据(文本不足/提取失败),0,未进90案例池
W2556315603,81,W2556315603,10.35632/citj.v21i84.603,المدخل النقدي لإعادة بناء الفكر الإسلامي عند العلامة محمد إقبال,2016,الفكر الإسلامي المعاصر (إسلامية المعرفة سابقا),OpenAlex,https://citj.org/index.php/citj/article/download/603/445,ok,LANG_MISJUDG,正文阿语占比0.0%<15%，语言误判,0.0,0.0,0.1288,21810,10,2,0.0571,heritage;cultural,0,语言误判(正文阿语<15%，如波斯语/土耳其语标题混入)，排除出模型,0,未进90案例池
W2583583544,82,W2583583544,10.36322/jksc.v1i40.4959,شهاب الدين الحلبي وجهوده الأدبية Shihab Al-Din Al-Halabi and his efforts literary,2016,Journal of Kufa Studies Center,OpenAlex,https://journal.uokufa.edu.iq/index.php/ksc/article/download/4959/4588,ok,NOT_TOURISM,文旅主题词0命中（阿语占比30.2%）,0.3023,0.0,0.0,20550,10,0,0.0,,0,内容非文旅(文旅主题词0命中),0,未进90案例池
W3005900240,83,W3005900240,10.35632/iokj.v24i93.163,الاستقلال الفلسفي والتجديد عند طه عبد الرحمن,2018,الفكر الإسلامي المعاصر (إسلامية المعرفة سابقا),OpenAlex,https://citj.org/index.php/citj/article/download/163/303,ok,QUANT_ONLY,文本仅21927字符/文旅命中1个，只能作数量边界证据,0.237,0.0,0.0546,21927,10,1,0.0286,heritage,0,仅数量边界证据(文本不足/提取失败),0,未进90案例池
W2595358898,84,W2595358898,10.35632/citj.v21i84.619,محمد إقبال والقلق الصوفي,2016,الفكر الإسلامي المعاصر (إسلامية المعرفة سابقا),OpenAlex,https://citj.org/index.php/citj/article/download/619/455,ok,LANG_MISJUDG,正文阿语占比0.0%<15%，语言误判,0.0003,0.0,0.181,18324,10,1,0.0286,heritage,0,语言误判(正文阿语<15%，如波斯语/土耳其语标题混入)，排除出模型,0,未进90案例池
W4394882556,85,W4394882556,10.47798/awuj.2023.i67.05,التكثيف الشعري في قصيدة(العراق)، لعدنان الصائغ,2023,alwasl university jounal,OpenAlex,https://doi.org/10.47798/awuj.2023.i67.05,ok,AR_PURE,纯阿语正文(阿语64.1%/英文8.9%)，文旅词命中1个，文本充足,0.6413,0.0,0.0888,14012,10,1,0.0286,heritage,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W4409382211,86,W4409382211,10.33193/ijohss.65.2025.801,الصورة البلاغية لسورة القلم,2025,International Journal on Humanities and Social Sciences,OpenAlex+DOAJ,https://www.ijohss.com/index.php/IJoHSS/article/download/801/791,ok,AR_PURE,纯阿语正文(阿语70.4%/英文4.7%)，文旅词命中1个，文本充足,0.7043,0.0,0.0472,49536,10,1,0.0286,heritage,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W4404444786,87,W4404444786,10.33899/radab.2024.149220.2131,"الازياء الشـعبية في بغديـدا ""زي المرأة انموذجــا"" دراسـة سوسيو انثروبولوجيا",2024,اداب الرافدین,OpenAlex,https://radab.uomosul.edu.iq/index.php/radab/article/download/33805/33609/33912,ok,AR_PURE,纯阿语正文(阿语60.1%/英文7.0%)，文旅词命中2个，文本充足,0.601,0.0,0.0705,37733,10,2,0.0571,heritage;culture,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W4400522310,88,W4400522310,10.56807/buj.v6i2.588,أصول اللهجات اليمنية وعلاقتها بالعربية الفصحى,2024,Albaydha University Journal,OpenAlex,https://baydaauniv.net/buj/index.php/buj/article/download/588/523,ok,QUAL_CASE,阿语占比中等(39.2%)但文旅词命中3个且文本充足，可作定性案例,0.3918,0.0,0.0273,46978,7,3,0.0857,heritage;تراث;ثقافة,0,,1,在90案例池内
W4394882288,89,W4394882288,10.47798/awuj.2023.i67.09,دعوات تجديد في البلاغة العربية,2023,alwasl university jounal,OpenAlex,http://dx.doi.org/10.47798/awuj.2023.i67.09,ok,AR_PURE,纯阿语正文(阿语66.8%/英文9.1%)，文旅词命中3个，文本充足,0.6678,0.0,0.0906,15977,10,3,0.0857,heritage;تراث;ثقافة,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W2946460119,90,W2946460119,,"استخدام اسلوب التمييزفي مهارة القراءة للكتب التراثية في دورة ""أوشيان عربية"" ببارى قديرى",2018,eTheses of Maulana Malik Ibrahim State Islamic University (Maulana Malik Ibrahim State Islamic University),OpenAlex,http://etheses.uin-malang.ac.id/13815/1/16721023.pdf,ok,LANG_MISJUDG,正文阿语占比4.8%<15%，语言误判,0.0479,0.0,0.0223,584,10,0,0.0,,0,语言误判(正文阿语<15%，如波斯语/土耳其语标题混入)，排除出模型,0,未进90案例池
W4291301352,91,W4291301352,10.36322/jksc.v1i49.5052,الكتيبة وصفاتها في التراث المعجمي العربي دراسة في الاشتقاق والمعنى,2018,Journal of Kufa Studies Center,OpenAlex,https://journal.uokufa.edu.iq/index.php/ksc/article/download/5052/4665,ok,NOT_TOURISM,文旅主题词0命中（阿语占比32.4%）,0.3243,0.0,0.0,21561,10,0,0.0,,0,内容非文旅(文旅主题词0命中),0,未进90案例池
W2986822489,92,W2986822489,,"المعاني الاكتشافية والارتجاعية في منظومة ""من فضل النبي تبركوا"" للشيخ غانم جلول عند نظرية سيمائية لميكائيل ريفاتير",2019,eTheses of Maulana Malik Ibrahim State Islamic University (Maulana Malik Ibrahim State Islamic University),OpenAlex,http://etheses.uin-malang.ac.id/15324/1/15310155.pdf,ok,AR_PURE,纯阿语正文(阿语75.3%/英文3.2%)，文旅词命中1个，文本充足,0.7532,0.0,0.0321,3951,10,1,0.0286,أثار,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
W2582616262,93,W2582616262,10.15408/bat.v21i2.3849,نصيحة المسلمين وتذكرة المؤمنين للشيخ عبد الصمد الجاوى الفلمبانى (1112هـ- 1203هـ) تحقيقها وتخريج أحاديثها النبوية فيها,2020,Buletin Al-Turas,OpenAlex,http://journal.uinjkt.ac.id/index.php/al-turats/article/download/3849/2833,ok,QUAL_CASE,阿语占比中等(53.2%)但文旅词命中2个且文本充足，可作定性案例,0.5322,0.0,0.1015,27676,10,2,0.0571,heritage;culture,0,,1,在90案例池内
W2593449615,94,W2593449615,10.36322/jksc.v1i21.5161,ادارة الازمة في فكر السيدة زينب عليها السلام,2011,Journal of Kufa Studies Center,OpenAlex,https://journal.uokufa.edu.iq/index.php/ksc/article/download/5161/4773,ok,QUAL_CASE,阿语占比中等(53.3%)但文旅词命中2个且文本充足，可作定性案例,0.5325,0.0,0.1849,16242,10,2,0.0571,heritage;cultural,0,,1,在90案例池内
W2892125875,95,W2892125875,10.31436/jlls.v7i2.404,التماسك النصي في نماذج من مقامات الزمخشري: دراسة تحليلية / Textuality in selected texts of Zamakhshari’s Maqamat : An Analytical Study,2016,مجلة الدراسات اللغوية والأدبية (Journal of Linguistic and Literary Studies),OpenAlex,https://journals.iium.edu.my/arabiclang/index.php/JLLS/article/download/404/208,ok,AR_PURE,纯阿语正文(阿语70.2%/英文7.9%)，文旅词命中2个，文本充足,0.7017,0.0,0.0794,24514,10,2,0.0571,heritage;ثقافة,1,纯阿语正文(正文阿语>=60%/英文<20%/波斯=0)+文旅相关(tourism_hits>=1)+全文可得,1,在90案例池内
